1,2,3
3.213213213213213404e+00,-1.431186913217112888e-01,5.000000000000000000e+00
3.243243243243243423e+00,-2.029512469721484746e-01,5.000000000000000000e+00
3.273273273273273443e+00,-2.626007943930961375e-01,5.000000000000000000e+00
3.303303303303303462e+00,-3.220135455037898553e-01,5.000000000000000000e+00
3.333333333333333481e+00,-3.811359257509707721e-01,5.000000000000000000e+00
3.363363363363363501e+00,-4.399146224189317000e-01,5.000000000000000000e+00
3.393393393393393520e+00,-4.982966327034553666e-01,5.000000000000000000e+00
3.423423423423423539e+00,-5.562293115062948434e-01,5.000000000000000000e+00
3.453453453453453559e+00,-6.136604189070973270e-01,5.000000000000000000e+00
3.483483483483483578e+00,-6.705381672699658457e-01,5.000000000000000000e+00
3.513513513513513598e+00,-7.268112679421793176e-01,5.000000000000000000e+00
3.543543543543543617e+00,-7.824289775029630301e-01,-5.000000000000000000e+00
3.573573573573573636e+00,-8.373411435206030706e-01,-5.000000000000000000e+00
3.603603603603603656e+00,-8.914982497766468228e-01,-5.000000000000000000e+00
3.633633633633633675e+00,-9.448514609164064826e-01,-5.000000000000000000e+00
3.663663663663663694e+00,-9.973526664855048018e-01,-5.000000000000000000e+00
3.693693693693693714e+00,-1.048954524312752490e+00,-5.000000000000000000e+00
3.723723723723723733e+00,-1.099610503200237233e+00,-5.000000000000000000e+00
3.753753753753753752e+00,-1.149274924882131677e+00,-5.000000000000000000e+00
3.783783783783783772e+00,-1.197903005214380201e+00,-5.000000000000000000e+00
3.813813813813813791e+00,-1.245450894558127075e+00,-5.000000000000000000e+00
3.843843843843843811e+00,-1.291875717320466910e+00,-5.000000000000000000e+00
3.873873873873873830e+00,-1.337135610616865700e+00,-5.000000000000000000e+00
3.903903903903903849e+00,-1.381189762020385015e+00,-5.000000000000000000e+00
3.933933933933933869e+00,-1.423998446363674120e+00,-5.000000000000000000e+00
3.963963963963963888e+00,-1.465523061560540796e+00,-5.000000000000000000e+00
3.993993993993993907e+00,-1.505726163414800922e+00,-5.000000000000000000e+00
4.024024024024024371e+00,-1.544571499385019253e+00,-5.000000000000000000e+00
4.054054054054054390e+00,-1.582024041274689763e+00,-5.000000000000000000e+00
4.084084084084084409e+00,-1.618050016818387782e+00,-5.000000000000000000e+00
4.114114114114114429e+00,-1.652616940135399615e+00,-5.000000000000000000e+00
4.144144144144144448e+00,-1.685693641023375822e+00,-5.000000000000000000e+00
4.174174174174174468e+00,-1.717250293065592404e+00,-5.000000000000000000e+00
4.204204204204204487e+00,-1.747258440526472389e+00,-5.000000000000000000e+00
4.234234234234234506e+00,-1.775691024011116559e+00,-5.000000000000000000e+00
4.264264264264264526e+00,-1.802522404865705363e+00,-5.000000000000000000e+00
4.294294294294294545e+00,-1.827728388296769424e+00,-5.000000000000000000e+00
4.324324324324324564e+00,-1.851286245188478174e+00,-5.000000000000000000e+00
4.354354354354354584e+00,-1.873174732598279935e+00,-5.000000000000000000e+00
4.384384384384384603e+00,-1.893374112912403318e+00,-5.000000000000000000e+00
4.414414414414414622e+00,-1.911866171643954893e+00,-5.000000000000000000e+00
4.444444444444444642e+00,-1.928634233857556390e+00,-5.000000000000000000e+00
