t,Vin,Vout
1.575508762899642257e+00,2.172588568462788583e+00,5.000000000000000000e+00
1.575540179140340502e+00,2.172746557151952640e+00,5.000000000000000000e+00
1.575571595381038970e+00,2.172904476305159704e+00,5.000000000000000000e+00
1.575603011621737215e+00,2.173062325876978562e+00,5.000000000000000000e+00
1.575634427862435460e+00,2.173220105822000647e+00,5.000000000000000000e+00
1.575665844103133928e+00,2.173377816094839599e+00,5.000000000000000000e+00
1.575697260343832173e+00,2.173535456650128594e+00,5.000000000000000000e+00
1.575728676584530419e+00,2.173693027442524794e+00,5.000000000000000000e+00
1.575760092825228664e+00,2.173850528426705342e+00,5.000000000000000000e+00
1.575791509065927132e+00,2.174007959557370029e+00,5.000000000000000000e+00
1.575822925306625377e+00,2.174165320789239519e+00,5.000000000000000000e+00
1.575854341547323623e+00,2.174322612077056238e+00,5.000000000000000000e+00
1.575885757788021868e+00,2.174479833375585258e+00,5.000000000000000000e+00
1.575917174028720336e+00,2.174636984639613413e+00,5.000000000000000000e+00
1.575948590269418581e+00,2.174794065823945299e+00,5.000000000000000000e+00
1.575980006510116826e+00,2.174951076883414380e+00,5.000000000000000000e+00
1.576011422750815072e+00,2.175108017772869218e+00,5.000000000000000000e+00
1.576042838991513539e+00,2.175264888447185907e+00,5.000000000000000000e+00
1.576074255232211785e+00,2.175421688861255642e+00,5.000000000000000000e+00
1.576105671472910030e+00,2.175578418969997152e+00,5.000000000000000000e+00
1.576137087713608498e+00,2.175735078728350036e+00,5.000000000000000000e+00
1.576168503954306743e+00,2.175891668091271658e+00,5.000000000000000000e+00
1.576199920195004989e+00,2.176048187013745583e+00,5.000000000000000000e+00
1.576231336435703234e+00,2.176204635450775804e+00,5.000000000000000000e+00
1.576262752676401702e+00,2.176361013357389851e+00,5.000000000000000000e+00
1.576294168917099947e+00,2.176517320688632573e+00,5.000000000000000000e+00
1.576325585157798193e+00,2.176673557399574133e+00,5.000000000000000000e+00
1.576357001398496438e+00,2.176829723445306009e+00,5.000000000000000000e+00
1.576388417639194905e+00,2.176985818780944992e+00,5.000000000000000000e+00
1.576419833879893151e+00,2.177141843361621643e+00,5.000000000000000000e+00
1.576451250120591396e+00,2.177297797142494939e+00,5.000000000000000000e+00
1.576482666361289642e+00,2.177453680078745180e+00,5.000000000000000000e+00
1.576514082601988109e+00,2.177609492125572643e+00,5.000000000000000000e+00
1.576545498842686355e+00,2.177765233238200704e+00,5.000000000000000000e+00
1.576576915083384600e+00,2.177920903371873607e+00,5.000000000000000000e+00
